brand_cn,brand_en,brand_slug,title,price_usd,length_mm,ring_gauge,handle,category_slug,cuban_parent_slug,image1,image2,image3,image4,image5
好友,HOYO,hoyo-de-monterrey,德里约赛科 RIO SECO (25枝),1246,140,56,hoyo-de-monterrey-rio-seco-25,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260428990-Hoyo_Rio_Seco_1.jpg,,,,
好友,HOYO,hoyo-de-monterrey,帕尔马斯 PALMAS EXTRA (25枝),499,140,40,hoyo-de-monterrey-palmas-extra-25,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260428990-HOYO_Palmas_Extra_1.jpg,https://api.shangjiacigar.com/static/1774260428993-HOYO_Palmas_Extra_2.jpg,,,
好友,HOYO,hoyo-de-monterrey,消遥1号铝管 EPICURE NO.1 (15枝),582,143,46,hoyo-de-monterrey-1-epicure-no-1-15,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260428996-Hoyo_Epicure_No1_1.jpg,,,,
好友,HOYO,hoyo-de-monterrey,消遥1号 EPICURE NO.1 (25枝),930,143,46,hoyo-de-monterrey-1-epicure-no-1-25,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260428996-Hoyo_Epicure_No1_2.jpg,,,,
好友,HOYO,hoyo-de-monterrey,消遥2号 EPICURE NO.2 (15枝),698,124,50,hoyo-de-monterrey-2-epicure-no-2-15,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260438102-HOYO_EPICURE_NO2_1.jpg,https://api.shangjiacigar.com/static/1774260438110-HOYO_EPICURE_NO2_15_1.jpg,https://api.shangjiacigar.com/static/1774260438121-HOYO_EPICURE_NO2_2.jpg,https://api.shangjiacigar.com/static/1774260438134-HOYO_EPICURE_NO2_3.jpg,https://api.shangjiacigar.com/static/1774260438139-HOYO_EPICURE_NO2_JAR_1.jpg
好友,HOYO,hoyo-de-monterrey,消遥2号 EPICURE NO.2 (25枝),1030,124,50,hoyo-de-monterrey-2-epicure-no-2-25,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260444000-HOYO_EPICURE_NO2_25_1.jpg,,,,
好友,HOYO,hoyo-de-monterrey,消遥2号 EPICURE NO.2 (50枝),2292,124,50,hoyo-de-monterrey-2-epicure-no-2-50,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260444005-HOYO_EPICURE_NO2_50_1.jpg,,,,
好友,HOYO,hoyo-de-monterrey,消遥2号(瓷罐) EPICURE NO.2 (19枝),1130,134,51,hoyo-de-monterrey-2-epicure-no-2-19,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260444010-Hoyo_Epicure_No2_1.jpg,https://api.shangjiacigar.com/static/1774260444010-Hoyo_Epicure_No2_2.jpg,,,
好友,HOYO,hoyo-de-monterrey,消遥3号 EPICURE NO.3 (10枝),449,125,54,hoyo-de-monterrey-3-epicure-no-3-10,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260444010-HOYO_EPICURE_NO3_1.jpg,https://api.shangjiacigar.com/static/1774260448405-HOYO_EPICURE_NO3_2.jpg,https://api.shangjiacigar.com/static/1774260448409-HOYO_EPICURE_NO3_3.jpg,,
好友,HOYO,hoyo-de-monterrey,消遥3号 EPICURE NO.3 (25枝),1080,125,54,hoyo-de-monterrey-3-epicure-no-3-25,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260448411-HOYO_EPICURE_NO3_25_1.jpg,,,,
好友,HOYO,hoyo-de-monterrey,蒙特雷斯4号2021限量版 Monterreyes No.4 2021LE (10枝),1196,145,55,hoyo-de-monterrey-4-2021-monterreyes-no-4-2021le,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260448416-HOYO_MONTERREYES_NO4_1.jpg,,,,
好友,HOYO,hoyo-de-monterrey,特级消遥 EPICURE ESPECIAL (10枝),548,140,50,hoyo-de-monterrey-epicure-especial-10,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260448420-HOYO_EPICURE_ESPECIAL_1.jpg,https://api.shangjiacigar.com/static/1774260453283-HOYO_EPICURE_ESPECIAL_2.jpg,https://api.shangjiacigar.com/static/1774260453276-HOYO_EPICURE_ESPECIAL_3.jpg,,
好友,HOYO,hoyo-de-monterrey,特级消遥 EPICURE ESPECIAL (15枝),781,140,50,hoyo-de-monterrey-epicure-especial-15,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260453288-HOYO_EPICURE_ESPECIAL_15_1.jpg,,,,
好友,HOYO,hoyo-de-monterrey,特级消遥 EPICURE ESPECIAL (25枝),1080,140,50,hoyo-de-monterrey-epicure-especial-25,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260453280-HOYO_EPICURE_ESPECIAL_25_1.jpg,,,,
好友,HOYO,hoyo-de-monterrey,奢华美食家 Epicure de Luxe (10枝),465,115,52,hoyo-de-monterrey-epicure-de-luxe-10,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260453292-HOYO_EPICURE_DE_LUXE_1.jpg,https://api.shangjiacigar.com/static/1774260454852-HOYO_EPICURE_DE_LUXE_2.jpg,,,
好友,HOYO,hoyo-de-monterrey,加冕 Coronations（25枝）,631,129,42,hoyo-de-monterrey-coronations-25,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260454854-HOYO_Coronations_1.jpg,https://api.shangjiacigar.com/static/1774260454854-HOYO_Epicure_de_Luxe_1.jpg,https://api.shangjiacigar.com/static/1774260454855-HOYO_Epicure_de_Luxe_2.jpg,,
好友,HOYO,hoyo-de-monterrey,帕尔马斯 PALMAS EXTRA (25枝),499,140,40,hoyo-de-monterrey-palmas-extra-25-2,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260428990-HOYO_Palmas_Extra_1.jpg,https://api.shangjiacigar.com/static/1774260428993-HOYO_Palmas_Extra_2.jpg,,,
好友,HOYO,hoyo-de-monterrey,目的地终点保湿盒 Destinos Travel Humidor (20枝),2126,145,49,hoyo-de-monterrey-destinos-travel-humidor-20,hoyo-de-monterrey,cigar-cuban,https://api.shangjiacigar.com/static/1774260454858-HOYO_Destinos_1.jpg,https://api.shangjiacigar.com/static/1774260456558-HOYO_Destinos_2.jpg,,,
罗伯图精选,COMBINACIONES,combinaciones,罗伯图精选雪茄礼盒 SELECCION ROBUSTOS (6枝),432,124,50,combinaciones-seleccion-robustos-6,combinaciones,cigar-cuban,https://api.shangjiacigar.com/static/1774260456558-COMBINACIONES_ROBUSTOS_1.jpg,,,,
罗伯图精选,COMBINACIONES,combinaciones,小罗伯图精选雪茄礼盒 SELECCION PETIT ROBUSTOS (10枝),532,102,50,combinaciones-seleccion-petit-robustos-10,combinaciones,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
罗伯图精选,COMBINACIONES,combinaciones,鱼雷精选雪茄礼盒 SELECCION PIRAMIDES (6枝),532,156,52,combinaciones-seleccion-piramides-6,combinaciones,cigar-cuban,https://api.shangjiacigar.com/static/1774260456560-COMBINACIONES_PIRAMIDES_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,彪力高鱼雷 BELICOSOS (25枝),997,140,52,romeo-y-julieta-belicosos-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260456561-ROMEO_BELICOSOS_1.jpg,https://api.shangjiacigar.com/static/1774260456562-ROMEO_BELICOSOS_2.jpg,https://api.shangjiacigar.com/static/1774260459285-ROMEO_BELICOSOS_3.jpg,,
罗密欧,ROMEO,romeo-y-julieta,宽丘吉尔限量保湿盒 Wide Churchill Travel Humidor (20枝),2076,130,55,romeo-y-julieta-wide-churchill-travel-humidor,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260606710-placeholder.png,,,,
罗密欧,ROMEO,romeo-y-julieta,宽丘吉尔 Wide Churchill (10枝),548,130,55,romeo-y-julieta-wide-churchill-10,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260459286-Romeo_Wide_Churchill_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,宽丘吉尔 Wide Churchill (25枝),1296,130,55,romeo-y-julieta-wide-churchill-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260459286-ROMEO_Petit_Churchill_1.jpg,https://api.shangjiacigar.com/static/1774260459287-ROMEO_Petit_Churchill_2.jpg,https://api.shangjiacigar.com/static/1774260459289-ROMEO_Petit_Churchill_3.jpg,https://api.shangjiacigar.com/static/1774260461655-ROMEO_Short_Churchill_1.jpg,https://api.shangjiacigar.com/static/1774260461656-ROMEO_Wide_Churchill_1.jpg
罗密欧,ROMEO,romeo-y-julieta,短丘吉尔 SHORT CHURCHILLS (10枝),465,124,50,romeo-y-julieta-short-churchills-10,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260461656-ROMEO_Short_Churchills_1.jpg,https://api.shangjiacigar.com/static/1774260461659-ROMEO_Short_Churchills_2.jpg,https://api.shangjiacigar.com/static/1774260461661-ROMEO_Churchills_119_1.jpg,https://api.shangjiacigar.com/static/1774260464168-ROMEO_Churchills_120_1.jpg,https://api.shangjiacigar.com/static/1774260464175-ROMEO_Wide_Churchill_1.jpg
罗密欧,ROMEO,romeo-y-julieta,短丘吉尔 SHORT CHURCHILLS (15枝),648,124,50,romeo-y-julieta-short-churchills-15,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260464180-ROMEO_Wide_Churchill_2.jpg,https://api.shangjiacigar.com/static/1774260464184-ROMEO_Wide_Churchill_3.jpg,,,
罗密欧,ROMEO,romeo-y-julieta,短丘吉尔 SHORT CHURCHILLS (25枝),997,124,50,romeo-y-julieta-short-churchills-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260464188-Romeo_Short_Churchills_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,小丘吉尔铝管 PETIT CHURCHILLS (15枝),465,102,50,romeo-y-julieta-petit-churchills-15,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260466110-Romeo_Petit_Churchills_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,小丘吉尔 PETIT CHURCHILLS (25枝),797,102,50,romeo-y-julieta-petit-churchills-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260466110-Romeo_Petit_Churchills_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,长丘吉尔铝管 Churchills A/T (3枝),208,178,47,romeo-y-julieta-churchills-a-t-3,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260466110-Romeo_Churchills_AT_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,长丘吉尔铝管 Churchills A/T (10枝),698,178,47,romeo-y-julieta-churchills-a-t-10,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260466110-Romeo_Churchills_AT_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,长丘吉尔铝管 Churchills A/T (25枝),1744,178,47,romeo-y-julieta-churchills-a-t-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260466110-Romeo_Churchills_AT_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,妙丽 MILLIE FLEURS(10枝),191,129,42,romeo-y-julieta-millie-fleurs-10,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260466111-ROMEO_Mille_Fleurs_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,妙丽 MILLIE FLEURS(25枝),432,129,42,romeo-y-julieta-millie-fleurs-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260466111-ROMEO_Millie_Fleurs_121_1.jpg,https://api.shangjiacigar.com/static/1774260466112-ROMEO_Millie_Fleurs_122_1.jpg,,,
罗密欧,ROMEO,romeo-y-julieta,小高朗拿皇冠 Petit Coronas(25枝),432,129,42,romeo-y-julieta-petit-coronas-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260469580-ROMEO_Petit_Coronas_1.jpg,https://api.shangjiacigar.com/static/1774260469581-ROMEO_Petit_Coronas_2.jpg,https://api.shangjiacigar.com/static/1774260469585-ROMEO_Petit_Coronas_3.jpg,,
罗密欧,ROMEO,romeo-y-julieta,绅士 LINEA ORO HIDALGOS (20枝),1478,125,57,romeo-y-julieta-linea-oro-hidalgos-20,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260469587-ROMEO_Linea_Oro_Hidalgos_1.jpg,https://api.shangjiacigar.com/static/1774260469592-ROMEO_Linea_Oro_Hidalgos_2.jpg,,,
罗密欧,ROMEO,romeo-y-julieta,黄金系列戴安娜目标 LINEA ORO DIANAS (20枝),1644,145,52,romeo-y-julieta-linea-oro-dianas-20,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260474238-ROMEO_Churchills_112_1.jpg,https://api.shangjiacigar.com/static/1774260474232-ROMEO_Churchills_114_1.jpg,https://api.shangjiacigar.com/static/1774260474244-ROMEO_Churchills_115_1.jpg,https://api.shangjiacigar.com/static/1774260474250-ROMEO_Churchills_117_1.jpg,https://api.shangjiacigar.com/static/1774260474256-ROMEO_Churchills_118_1.jpg
罗密欧,ROMEO,romeo-y-julieta,金线贵族 LINEA DE ORO NOBLES (20枝),1478,135,56,romeo-y-julieta-linea-de-oro-nobles-20,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260479222-ROMEO_LINEA_DE_ORO_NOBLES_1.jpg,https://api.shangjiacigar.com/static/1774260479227-ROMEO_LINEA_DE_ORO_NOBLES_2.jpg,,,
罗密欧,ROMEO,romeo-y-julieta,丘比特 Cupidos (20枝),1478,148,55,romeo-y-julieta-cupidos-20,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260479229-ROMEO_Cupidos_127_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,展览4号 EXHIBICION NO. 4 (25枝),789,127,48,romeo-y-julieta-4-exhibicion-no-4-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260479235-ROMEO_Exhibicion_No_4_128_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,小高朗拿小皇冠 Petit Coronas (25枝),432,129,42,romeo-y-julieta-petit-coronas-25-2,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260479242-ROMEO_Petit_Churchills_1.jpg,https://api.shangjiacigar.com/static/1774260481855-ROMEO_Petit_Churchills_2.jpg,https://api.shangjiacigar.com/static/1774260481856-ROMEO_Petit_Coronas_123_1.jpg,https://api.shangjiacigar.com/static/1774260481857-ROMEO_Petit_Coronas_129_1.jpg,
罗密欧,ROMEO,romeo-y-julieta,小皇族 Petit Royales (25枝),548,95,47,romeo-y-julieta-petit-royales-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260481862-ROMEO_Petit_Royales_130_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,小朱丽叶 Petit Julieta (25枝),299,100,30,romeo-y-julieta-petit-julieta-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260481864-ROMEO_Petit_Julieta_131_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,贝伟达 BELVEDERES (25枝),366,125,39,romeo-y-julieta-belvederes-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260482900-ROMEO_Belvederes_132_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,特权伦敦 REGALIAS DE LONDRES (25枝),366,117,40,romeo-y-julieta-regalias-de-londres-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260482902-Romeo_Regalias_de_Londres_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,猎人 Cazadores (25枝),748,162,44,romeo-y-julieta-cazadores-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260482902-Romeo_Cazadores_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,运动员 SPORTS LARGOS (25枝),366,117,35,romeo-y-julieta-sports-largos-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260482902-Romeo_Sports_Largos_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,1号铝管 No.1 AT (10枝),283,140,40,romeo-y-julieta-1-no-1-at-10,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260482902-Romeo_No1_AT_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,1号铝管 No.1 AT (15枝),429,140,40,romeo-y-julieta-1-no-1-at-15,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260482902-Romeo_No1_AT_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,1号铝管 No.1 AT (25枝),656,140,40,romeo-y-julieta-1-no-1-at-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260482902-Romeo_No1_AT_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,2号铝管 No.2 AT (10枝),258,129,42,romeo-y-julieta-2-no-2-at-10,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260483979-Romeo_No2_AT_1.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,2号铝管 No.2 AT (15枝),396,129,42,romeo-y-julieta-2-no-2-at-15,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260483980-ryj_no2_at_1.jpg,https://api.shangjiacigar.com/static/1774260483980-ryj_no2_at_2.jpg,,,
罗密欧,ROMEO,romeo-y-julieta,2号铝管 No.2 AT (25枝),595,129,42,romeo-y-julieta-2-no-2-at-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260483980-ryj_no2_at_1.jpg,https://api.shangjiacigar.com/static/1774260483980-ryj_no2_at_2.jpg,,,
罗密欧,ROMEO,romeo-y-julieta,2号铝管 No.2 AT (50枝),1146,129,42,romeo-y-julieta-2-no-2-at-50,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260483980-ryj_no2_at_1.jpg,https://api.shangjiacigar.com/static/1774260483980-ryj_no2_at_2.jpg,,,
罗密欧,ROMEO,romeo-y-julieta,3号铝管 No.3 AT (10枝),230,117,40,romeo-y-julieta-3-no-3-at-10,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260483980-RomeoJulieta_Cedros_No3_Box.jpg,,,,
罗密欧,ROMEO,romeo-y-julieta,3号铝管 No.3 AT (15枝),362,117,40,romeo-y-julieta-3-no-3-at-15,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260483982-ryj_no3_at_1.jpg,https://api.shangjiacigar.com/static/1774260484705-ryj_no3_at_2.jpg,,,
罗密欧,ROMEO,romeo-y-julieta,3号铝管 No.3 AT (25枝),545,117,40,romeo-y-julieta-3-no-3-at-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260483982-ryj_no3_at_1.jpg,https://api.shangjiacigar.com/static/1774260484705-ryj_no3_at_2.jpg,,,
罗密欧,ROMEO,romeo-y-julieta,雪松2号 CEDROS DE LUXE NO. 2 (25枝),914,142,42,romeo-y-julieta-2-cedros-de-luxe-no-2-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260484705-ryj_cedros2_1.jpg,https://api.shangjiacigar.com/static/1774260484705-ryj_cedros2_2.jpg,,,
罗密欧,ROMEO,romeo-y-julieta,雪松3号 CEDROS DE LUXE NO. 3 (25枝),532,129,42,romeo-y-julieta-3-cedros-de-luxe-no-3-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260484705-RomeoJulieta_Cedros_Box_1.jpg,https://api.shangjiacigar.com/static/1774260484705-RomeoJulieta_Cedros_Luxe_1.jpg,https://api.shangjiacigar.com/static/1774260486870-RomeoJulieta_Cedros_No2_1.jpg,https://api.shangjiacigar.com/static/1774260486870-RomeoJulieta_Cedros_No3_1.jpg,https://api.shangjiacigar.com/static/1774260486870-RomeoJulieta_Cedros_No3_2.jpg
罗密欧,ROMEO,romeo-y-julieta,雪松小皇冠 CORONITAS EN CEDRO (25枝),432,129,40,romeo-y-julieta-coronitas-en-cedro-25,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260486872-RomeoJulieta_Coronitas_Cedro_1.jpg,https://api.shangjiacigar.com/static/1774260486872-RomeoJulieta_Coronitas_Cedro_2.jpg,https://api.shangjiacigar.com/static/1774260488933-RomeoJulieta_Coronitas_Cedro_3.jpg,,
罗密欧,ROMEO,romeo-y-julieta,雪松奢华 CEDROS DE LUXE (10枝),598,141,50,romeo-y-julieta-cedros-de-luxe-10,romeo-y-julieta,cigar-cuban,https://api.shangjiacigar.com/static/1774260488935-ryj_cedros_1.jpg,https://api.shangjiacigar.com/static/1774260488935-ryj_cedros_2.jpg,,,
蒙特,MONTECRISTO,montecristo,2025年限 Elba Edición Limitada2025（5支）,1159,146,54,montecristo-2025-elba-edici-n-limitada2025,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260488935-monte_elba_1.jpg,https://api.shangjiacigar.com/static/1774260488936-monte_elba_2.jpg,https://api.shangjiacigar.com/static/1774260489667-monte_elba_3.jpg,,
蒙特,MONTECRISTO,montecristo,短号 SHORT (100枝),230,82,27,montecristo-short-100,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260393390-monte_short_1.jpg,https://api.shangjiacigar.com/static/1774260393390-monte_short_2.jpg,https://api.shangjiacigar.com/static/1774260393391-monte_short_3.jpg,,
蒙特,MONTECRISTO,montecristo,蒙特A Montecristo A (5枝),1362,235,47,montecristo-a-montecristo-a-5,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260489667-MONTECRISTO_A_1.jpg,https://api.shangjiacigar.com/static/1774260489667-MONTECRISTO_Double_Edmundo_2.jpg,https://api.shangjiacigar.com/static/1774260489667-MONTECRISTO_Double_Edmundo_3.jpg,https://api.shangjiacigar.com/static/1774260489667-MONTECRISTO_Edmundo_2.jpg,https://api.shangjiacigar.com/static/1774260490423-MONTECRISTO_Elba_2025_1.jpg
蒙特,MONTECRISTO,montecristo,1号 No.1 (25枝),930,165,42,montecristo-1-no-1-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260490424-monte_no1_1.jpg,https://api.shangjiacigar.com/static/1774260490424-monte_no1_2.jpg,,,
蒙特,MONTECRISTO,montecristo,小2号 PETIT No.2  (25枝),993,120,52,montecristo-2-petit-no-2-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260490424-MONTECRISTO_Petit_No2_2.jpg,,,,
蒙特,MONTECRISTO,montecristo,2号 No.2 (10枝),499,156,52,montecristo-2-no-2-10,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260490424-MONTECRISTO_No2_2.jpg,https://api.shangjiacigar.com/static/1774260491132-MONTECRISTO_Petit_Tubos_2.jpg,https://api.shangjiacigar.com/static/1774260491133-MONTECRISTO_Petit_Tubos_3.jpg,https://api.shangjiacigar.com/static/1774260491133-MONTECRISTO_Petit_Tubos_1.jpg,
蒙特,MONTECRISTO,montecristo,2号 No.2 (15枝),748,156,52,montecristo-2-no-2-15,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260491133-monte_no2_1.jpg,https://api.shangjiacigar.com/static/1774260491133-monte_no2_2.jpg,,,
蒙特,MONTECRISTO,montecristo,2号 No.2 (25枝),1296,156,52,montecristo-2-no-2-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260491133-monte_no2_1.jpg,https://api.shangjiacigar.com/static/1774260491133-monte_no2_2.jpg,,,
蒙特,MONTECRISTO,montecristo,3号 No.3 (25枝),706,142,42,montecristo-3-no-3-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260491851-MONTECRISTO_No3_1.jpg,,,,
蒙特,MONTECRISTO,montecristo,4号 No.4 (10枝),279,129,42,montecristo-4-no-4-10,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260491851-MONTECRISTO_No4_1.jpg,,,,
蒙特,MONTECRISTO,montecristo,4号 No.4 (15枝),374,129,42,montecristo-4-no-4-15,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260491851-monte_no4_1.jpg,https://api.shangjiacigar.com/static/1774260491852-monte_no4_2.jpg,,,
蒙特,MONTECRISTO,montecristo,4号 No.4 纸盒 (25枝),631,129,42,montecristo-4-no-4-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260491851-monte_no4_1.jpg,https://api.shangjiacigar.com/static/1774260491852-monte_no4_2.jpg,,,
蒙特,MONTECRISTO,montecristo,4号 No.4 (25枝),631,129,42,montecristo-4-no-4-25-2,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260491851-monte_no4_1.jpg,https://api.shangjiacigar.com/static/1774260491852-monte_no4_2.jpg,,,
蒙特,MONTECRISTO,montecristo,5号 No.5 (10枝),266,102,40,montecristo-5-no-5-10,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260491852-MONTECRISTO_No5_1.jpg,,,,
蒙特,MONTECRISTO,montecristo,5号 No.5 (25枝),465,102,40,montecristo-5-no-5-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260493785-monte_no5_1.jpg,https://api.shangjiacigar.com/static/1774260493789-monte_no5_2.jpg,,,
蒙特,MONTECRISTO,montecristo,特级2号 ESPECIAL NO.2 (25枝),914,152,38,montecristo-2-especial-no-2-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260493785-MONTECRISTO_Especial_No2_2.jpg,,,,
蒙特,MONTECRISTO,montecristo,艾蒙多大艾 EDMUNDO (15枝),698,135,52,montecristo-edmundo-15,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260493785-MONTECRISTO_Wide_Edmundo_1.jpg,https://api.shangjiacigar.com/static/1774260493789-MONTECRISTO_Wide_Edmundo_2.jpg,,,
蒙特,MONTECRISTO,montecristo,艾蒙多大艾 EDMUNDO (25枝),1226,135,52,montecristo-edmundo-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260494971-monte_edmundo_1.jpg,https://api.shangjiacigar.com/static/1774260494971-monte_edmundo_2.jpg,https://api.shangjiacigar.com/static/1774260494972-monte_edmundo_3.jpg,,
蒙特,MONTECRISTO,montecristo,小艾蒙多 PETIT EDMUNDO (10枝),399,110,52,montecristo-petit-edmundo-10,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260494973-MONTECRISTO_Petit_Edmundo_1.jpg,,,,
蒙特,MONTECRISTO,montecristo,小艾蒙多 PETIT EDMUNDO (15枝),607,110,52,montecristo-petit-edmundo-15,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260494973-MONTECRISTO_Petit_Edmundo_1.jpg,,,,
蒙特,MONTECRISTO,montecristo,小艾蒙多 PETIT EDMUNDO (25枝),993,110,52,montecristo-petit-edmundo-25,montecristo,cigar-cuban,https://api.shangjiacigar.com/static/1774260495643-monte_petit_edmundo_1.jpg,https://api.shangjiacigar.com/static/1774260495643-monte_petit_edmundo_2.jpg,https://api.shangjiacigar.com/static/1774260495643-monte_petit_edmundo_3.jpg,,
